codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1264609  / Los Colores,3000000.0,laureles,los colores,porcelanato,2.0,85.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,85.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1264602  / Calasanz,1350000.0,laureles,calasanz,ceramica,2.0,55.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,2.0,3.0,55.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1263774  / La Castellana,1600000.0,laureles,la castellana,ceramica,2.0,70.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1263052  / Velodromo,3400000.0,laureles,velodromo,ceramicanuevos,4.0,110.0,medellin zona 3 - laureles,1.0,integralnueva,1.0,4.0,5.0,110.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1262603  / San German,2100000.0,laureles,san german,porcelanato,2.0,75.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1261659  / San German,2000000.0,laureles,san german,porcelanato,2.0,50.0,medellin zona 3 - laureles,1.0,integral,1.0,2.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1261608  / Robledo,1100000.0,laureles,robledo,ceramica,1.0,55.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1261600  / San German,2200000.0,laureles,san german,ceramica,2.0,78.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,78.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 974693  / Laureles,5000000.0,laureles,laureles,ceramica,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 972518  / Laureles,4000000.0,laureles,laureles,madera laminada,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 972504  / Laureles,5000000.0,laureles,laureles,ceramica,1.0,46.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,46.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 972483  / Laureles,4500000.0,laureles,laureles,ceramica,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 972472  / Laureles,5200000.0,laureles,laureles,ceramica,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 972445  / Laureles,6000000.0,laureles,laureles,ceramica,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 966121  / Laureles,4500000.0,laureles,laureles,madera laminada,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 966113  / Laureles,5500000.0,laureles,laureles,ceramica,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 966102  / Laureles,3570000.0,laureles,laureles,madera laminada,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 966094  / Laureles,3570000.0,laureles,laureles,madera,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 966089  / Laureles,3800000.0,laureles,laureles,madera,1.0,41.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,41.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 966085  / Laureles,2800000.0,laureles,laureles,madera,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 964880  / Laureles,3000000.0,laureles,laureles,ceramica,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 964855  / Laureles,3600000.0,laureles,laureles,ceramica,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 964851  / Laureles,4000000.0,laureles,laureles,ceramica,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 964846  / Laureles,3000000.0,laureles,laureles,madera,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 963780  / Laureles,2800000.0,laureles,laureles,madera,1.0,36.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,36.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 762552  / Laureles,5000000.0,laureles,laureles,ceramica,1.0,42.0,medellin zona 3 - laureles,1.0,integralcompletamente dotado con horno,0.0,1.0,5.0,42.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 762480  / Laureles,4500000.0,laureles,laureles,ceramica,1.0,42.0,medellin zona 3 - laureles,1.0,integralcompletamente dotado y con horno,0.0,1.0,5.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1261309  / Laureles,6000000.0,laureles,laureles,ceramica,5.0,210.0,medellin zona 3 - laureles,1.0,integral,2.0,4.0,5.0,210.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1261274  / Robledo,1300000.0,laureles,robledo,ceramica,2.0,55.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,55.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1261263  / Robledo,950000.0,laureles,robledo,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,sencilla,0.0,2.0,3.0,45.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Código 1261035  / Florida Nueva,1800000.0,laureles,florida nueva,ceramica,2.0,80.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1261001  / San German,2200000.0,laureles,san german,ceramica,2.0,78.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,78.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1260739  / San German,2200000.0,laureles,san german,porcelanato,2.0,78.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,78.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1260726  / Robledo,1500000.0,laureles,robledo,ceramica,2.0,60.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1260168  / Calasanz,1300000.0,laureles,calasanz,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,2.0,3.0,45.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1260161  / Robledo,1200000.0,laureles,robledo,ceramica,1.0,70.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1260107  / Robledo,1200000.0,laureles,robledo,ceramica,2.0,55.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,3.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1259927  / La Floresta,5500000.0,laureles,la floresta,ceramica,4.0,420.0,medellin zona 3 - laureles,1.0,integral,0.0,7.0,4.0,420.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1259630  / Los Colores,2300000.0,laureles,los colores,ceramica,2.0,80.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,80.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1259247  / Simón Bolivar,7000000.0,laureles,simón bolivar,porcelanato,5.0,319.0,medellin zona 3 - laureles,1.0,integral,2.0,5.0,6.0,319.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1259071  / Calasanz,9000000.0,laureles,calasanz,ceramica,4.0,120.0,medellin zona 3 - laureles,1.0,sencilla,0.0,8.0,5.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1258947  / Calasanz,6000000.0,laureles,calasanz,ceramica,3.0,120.0,medellin zona 3 - laureles,1.0,integralcon red de gas,0.0,3.0,5.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1258865  / Robledo,900000.0,laureles,robledo,ceramica,1.0,50.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1258346  / Santa Mónica,6500000.0,laureles,santa mónica,ceramica,4.0,150.0,medellin zona 3 - laureles,1.0,integralcon red de gas,2.0,6.0,5.0,150.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1257916  / Robledo,1200000.0,laureles,robledo,ceramica,2.0,55.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1257900  / San German,1900000.0,laureles,san german,porcelanato,2.0,70.0,medellin zona 3 - laureles,1.0,integral,1.0,2.0,4.0,70.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1257862  / San German,2100000.0,laureles,san german,porcelanato,2.0,70.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1257833  / Calasanz,1900000.0,laureles,calasanz,ceramica,2.0,68.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,68.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1257341  / Calasanz,2200000.0,laureles,calasanz,ceramica,2.0,84.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,84.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1256799  / Robledo,1500000.0,laureles,robledo,ceramica,2.0,60.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1256743  / Laureles,8000000.0,laureles,laureles,"marmollaminado en madera en alcobas,",3.0,162.0,medellin zona 3 - laureles,1.0,integraltipo isla con barra,1.0,3.0,6.0,162.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1256433  / Robledo,900000.0,laureles,robledo,ceramica,1.0,50.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1256025  / Robledo,850000.0,laureles,robledo,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,3.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1255300  / Robledo,900000.0,laureles,robledo,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,integralabierta,1.0,2.0,3.0,45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1254948  / San Javier,3000000.0,laureles,san javier,ceramica,2.0,120.0,medellin zona 3 - laureles,1.0,integral,0.0,6.0,3.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1254430  / Simón Bolivar,3500000.0,laureles,simón bolivar,ceramica,2.0,123.0,medellin zona 3 - laureles,1.0,integralcon lavaplatos electrico,1.0,3.0,5.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1254322  / Robledo,1200000.0,laureles,robledo,ceramica,1.0,55.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1254311  / Calasanz,1300000.0,laureles,calasanz,ceramica,1.0,40.0,medellin zona 3 - laureles,1.0,integral,1.0,1.0,5.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1254258  / Calasanz,3500000.0,laureles,calasanz,ceramica,5.0,120.0,medellin zona 3 - laureles,1.0,integral,0.0,4.0,5.0,120.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1254214  / Robledo,1250000.0,laureles,robledo,ceramica,2.0,55.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,3.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1253896  / Santa Mónica,1800000.0,laureles,santa mónica,ceramica,1.0,60.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,4.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1253810  / 1er Parque Laureles,5500000.0,laureles,1er parque laureles,ceramica,2.0,80.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,0.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1253637  / La Castellana,3000000.0,laureles,la castellana,ceramica,2.0,120.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1253588  / La Castellana,3600000.0,laureles,la castellana,ceramica,3.0,120.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,0.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1253229  / Robledo,1000000.0,laureles,robledo,ceramica,2.0,70.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,2.0,3.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1253184  / Los Colores,2500000.0,laureles,los colores,porcelanato,2.0,100.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,5.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1252924  / San German,3000000.0,laureles,san german,ceramica,3.0,100.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1252542  / Robledo,1300000.0,laureles,robledo,ceramica,2.0,100.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1252264  / San German,2400000.0,laureles,san german,porcelanato,2.0,80.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,4.0,80.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1252137  / Simón Bolivar,7000000.0,laureles,simón bolivar,ceramica,4.0,345.0,medellin zona 3 - laureles,2.0,integral,1.0,6.0,0.0,345.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1251988  / La Castellana,3900000.0,laureles,la castellana,ceramica,1.0,30.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1251986  / La Castellana,3900000.0,laureles,la castellana,ceramica,1.0,40.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,0.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1251927  / El Nogal,5000000.0,laureles,el nogal,ceramica,2.0,250.0,medellin zona 3 - laureles,2.0,integral,1.0,4.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
